"Country","ccodecow","ISO","CPARTY1","CPARTY2","CPARTY3","CPARTY4","CPARTY5","CPARTY6","CPARTY7","CPARTY8","CPARTY9","CPARTY10","P1Name","P2Name","P3Name","P4Name","P5Name","P6Name","P7Name","P8Name","P9Name","P10Name","P1Abb","P2Abb","P3Abb","P4Abb","P5Abb","P6Abb","P7Abb","P8Abb","P9Abb","P10Abb","Q2.1_1","Q2.1_2","Q2.1_3","Q2.1_4","Q2.1_5","Q2.1_6","Q2.1_7","Q2.1_8","Q2.1_9","Q2.1_10","Q2.2_1","Q2.2_2","Q2.2_3","Q2.2_4","Q2.2_5","Q2.2_6","Q2.2_7","Q2.2_8","Q2.2_9","Q2.2_10","Q2.3_1","Q2.3_2","Q2.3_3","Q2.3_4","Q2.3_5","Q2.3_6","Q2.3_7","Q2.3_8","Q2.3_9","Q2.3_10","Q3.1_1","Q3.1_2","Q3.1_3","Q3.1_4","Q3.1_5","Q3.1_6","Q3.1_7","Q3.1_8","Q3.1_9","Q3.1_10","Q3.2_1","Q3.2_2","Q3.2_3","Q3.2_4","Q3.2_5","Q3.2_6","Q3.2_7","Q3.2_8","Q3.2_9","Q3.2_10","Q3.3_1","Q3.3_2","Q3.3_3","Q3.3_4","Q3.3_5","Q3.3_6","Q3.3_7","Q3.3_8","Q3.3_9","Q3.3_10","Q3.4_1","Q3.4_2","Q3.4_3","Q3.4_4","Q3.4_5","Q3.4_6","Q3.4_7","Q3.4_8","Q3.4_9","Q3.4_10","Q3.5_1","Q3.5_2","Q3.5_3","Q3.5_4","Q3.5_5","Q3.5_6","Q3.5_7","Q3.5_8","Q3.5_9","Q3.5_10","Q3.6_1","Q3.6_2","Q3.6_3","Q3.6_4","Q3.6_5","Q3.6_6","Q3.6_7","Q3.6_8","Q3.6_9","Q3.6_10","Q4.1_1","Q4.1_2","Q4.1_3","Q4.1_4","Q4.1_5","Q4.1_6","Q4.1_7","Q4.1_8","Q4.1_9","Q4.1_10","Q4.2_1","Q4.2_2","Q4.2_3","Q4.2_4","Q4.2_5","Q4.2_6","Q4.2_7","Q4.2_8","Q4.2_9","Q4.2_10","Q4.3_1","Q4.3_2","Q4.3_3","Q4.3_4","Q4.3_5","Q4.3_6","Q4.3_7","Q4.3_8","Q4.3_9","Q4.3_10","Q4.4_1","Q4.4_2","Q4.4_3","Q4.4_4","Q4.4_5","Q4.4_6","Q4.4_7","Q4.4_8","Q4.4_9","Q4.4_10","Q4.5_1","Q4.5_2","Q4.5_3","Q4.5_4","Q4.5_5","Q4.5_6","Q4.5_7","Q4.5_8","Q4.5_9","Q4.5_10","Q4.6_1","Q4.6_2","Q4.6_3","Q4.6_4","Q4.6_5","Q4.6_6","Q4.6_7","Q4.6_8","Q4.6_9","Q4.6_10","Q4.7_1","Q4.7_2","Q4.7_3","Q4.7_4","Q4.7_5","Q4.7_6","Q4.7_7","Q4.7_8","Q4.7_9","Q4.7_10","Q4.8_1","Q4.8_2","Q4.8_3","Q4.8_4","Q4.8_5","Q4.8_6","Q4.8_7","Q4.8_8","Q4.8_9","Q4.8_10","Q5.1_1","Q5.1_2","Q5.1_3","Q5.1_4","Q5.1_5","Q5.1_6","Q5.1_7","Q5.1_8","Q5.1_9","Q5.1_10","Q5.2_1","Q5.2_2","Q5.2_3","Q5.2_4","Q5.2_5","Q5.2_6","Q5.2_7","Q5.2_8","Q5.2_9","Q5.2_10","Q5.3_1","Q5.3_2","Q5.3_3","Q5.3_4","Q5.3_5","Q5.3_6","Q5.3_7","Q5.3_8","Q5.3_9","Q5.3_10","Q5.4_1","Q5.4_2","Q5.4_3","Q5.4_4","Q5.4_5","Q5.4_6","Q5.4_7","Q5.4_8","Q5.4_9","Q5.4_10","METAPARTY","Elec_code","Elec_year","Elec_date","P1PerVote","P2PerVote","P3PerVote","P4PerVote","P5PerVote","P6PerVote","P7PerVote","P8PerVote","P9PerVote","P10PerVote","P1PerSeats","P2PerSeats","P3PerSeats","P4PerSeats","P5PerSeats","P6PerSeats","P7PerSeats","P8PerSeats","P9PerSeats","P10PerSeats","METACOUNTRY","LSQINDEX","ENEP","ENPP","PR","CL","Regime","polity","polity2","GDP","Region","OECD","Turnout","METAEXPERT","R_YearofBirth","R_Gender","R_Countryofbirth","R_Countryofcitizenship","R_Partysupport","R_ideology","Difficulty","LocationLatitude","LocationLongitude","UserLanguage","Expert"
"Chile",155,"CHL","CHL_ Chile Let's Go","CHL_ The Force of the Majority","CHL_ Democratic Convergence","CHL_ Broad Front","","","","","","","Chile Let's Go","The Force of the Majority","Democratic Convergence","Broad Front","","","","","","","CV","","","FA","","","","","","",10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHL_19112017_P1",2017,2017-11-19,37.71,22.82,14.32,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES-ES",1
"Chile",155,"CHL","CHL_ Chile Let's Go","CHL_ The Force of the Majority","CHL_ Democratic Convergence","CHL_ Broad Front","","","","","","","Chile Let's Go","The Force of the Majority","Democratic Convergence","Broad Front","","","","","","","CV","","","FA","","","","","","",7,0,0,0,NA,NA,NA,NA,NA,NA,10,9,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHL_19112017_P1",2017,2017-11-19,37.71,22.82,14.32,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Colombia",100,"COL","COL_ Colombian Liberal Party","COL_ Democratic Center Party","COL_ Radical Change Party","COL_ National Unity Social Party / Party of the U","COL_ Colombian Conservative Party","COL_ Green Alliance Party","COL_ Alternative Democratic Polo Party","COL_ Citizen Option Party","COL_ Coalition List of the Decency","COL_ Independent Movement of Absolute Renovation","Colombian Liberal Party","Democratic Center Party","Radical Change Party","National Unity Social Party / Party of the U","Colombian Conservative Party","Green Alliance Party","Alternative Democratic Polo Party","Citizen Option Party","Coalition List of the Decency","Independent Movement of Absolute Renovation","PLC","PCD","CR","la U","PCC","VA","PDA","OC","Coalition List of the Decency","Mira",8,8,8,8,8,8,8,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COL_11032018_L1",2018,2018-03-11,13.8,13.3,12,10.3,10.2,4.9,0,1.7,1.5,NA,21.1,19.3,18.1,15.1,12.7,5.4,1.2,1.2,1.2,0.6,NA,12.5698050899765,13.3224977018691,6.3757212534668,3,3,1,7,7,13254.94921875,9,0,48.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Colombia",100,"COL","COL_ Colombian Liberal Party","COL_ Democratic Center Party","COL_ Radical Change Party","COL_ National Unity Social Party / Party of the U","COL_ Colombian Conservative Party","COL_ Green Alliance Party","COL_ Alternative Democratic Polo Party","COL_ Citizen Option Party","COL_ Coalition List of the Decency","COL_ Independent Movement of Absolute Renovation","Colombian Liberal Party","Democratic Center Party","Radical Change Party","National Unity Social Party / Party of the U","Colombian Conservative Party","Green Alliance Party","Alternative Democratic Polo Party","Citizen Option Party","Coalition List of the Decency","Independent Movement of Absolute Renovation","PLC","PCD","CR","la U","PCC","VA","PDA","OC","Coalition List of the Decency","Mira",NA,7,7,7,NA,7,7,3,NA,3,NA,9,8,8,NA,7,NA,NA,8,NA,7,8,4,NA,4,4,9,NA,7,NA,NA,2,NA,NA,NA,3,NA,10,10,10,1,NA,NA,3,NA,3,7,NA,NA,NA,NA,9,7,3,NA,3,2,NA,NA,NA,0,8,3,7,4,8,NA,NA,NA,NA,NA,7,NA,2,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COL_11032018_L1",2018,2018-03-11,13.8,13.3,12,10.3,10.2,4.9,0,1.7,1.5,NA,21.1,19.3,18.1,15.1,12.7,5.4,1.2,1.2,1.2,0.6,NA,12.5698050899765,13.3224977018691,6.3757212534668,3,3,1,7,7,13254.94921875,9,0,48.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Comoros",581,"COM","COM_ Union for the Development of the Comoros","COM_ JUWA party","COM_ Independents","COM_ Democratic Rally of the Comoros","COM_ Convention for the Renewal of the Comoros","COM_ Rally for an Alternative of Harmonious and Integrated D","COM_ Party for the Harmony of the Comoros","","","","Union for the Development of the Comoros","JUWA party","Independents","Democratic Rally of the Comoros","Convention for the Renewal of the Comoros","Rally for an Alternative of Harmonious and Integrated Development","Party for the Harmony of the Comoros","","","","UPDC","Sun","Ind.","RDC","CRC","RADHI","PEC","","","",NA,10,NA,9,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,8,NA,10,1,NA,NA,NA,NA,NA,NA,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COM_22022015_L2",2015,2015-02-22,33.3,29.2,12.5,8.3,8.3,4.2,4.2,NA,NA,NA,33.3,29.2,12.5,8.3,8.3,4.2,4.2,NA,NA,NA,NA,0,4.36521101430043,4.36521101430043,3,4,1,9,9,1504.52600097656,1,0,71.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Costa Rica",94,"CRI","CRI_ National Liberation Party","CRI_ National Restoration","CRI_ Citizens Action Party","CRI_ Social Christian Unity Party","CRI_ National Integration","CRI_ Social-Christian Republican Party","CRI_ Broad Front","CRI_ Libertarian Movement Party","CRI_ Accessibility without Exclusion","CRI_ New Generation Party","National Liberation Party","National Restoration","Citizens Action Party","Social Christian Unity Party","National Integration","Social-Christian Republican Party","Broad Front","Libertarian Movement Party","Accessibility without Exclusion","New Generation Party","PLN","PREN","PAC","PUSC","PIN","PRS","FA","PML","Accessibility without Exclusion","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRI_01042018_P2",2018,2018-02-04,19.49,18.15,16.27,14.6,7.67,4.21,3.95,2.45,2.32,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Cote d'Ivoire",437,"CIV","CIV_ Rally of Houphouetists for Democracy and Peace","CIV_ Independents","CIV_ Ivorian Popular Front","CIV_ Union for Democracy and Peace in Cote d'Ivoire","CIV_ Union for Cote d'Ivoire","","","","","","Rally of Houphouetists for Democracy and Peace","Independents","Ivorian Popular Front","Union for Democracy and Peace in Cote d'Ivoire","Union for Cote d'Ivoire","","","","","","RHDP","Ind.","FPI","UDPCI","UPCI","","","","","",10,10,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,3,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,10,7,0,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIV_18122016_L1",2016,2016-12-18,50.3,38.5,5.8,3,1,NA,NA,NA,NA,NA,65.5,29.8,1.2,2.4,1.2,NA,NA,NA,NA,NA,NA,12.8119085229329,2.46549539198911,1.92792268258874,4,4,1,4,4,3719.62451171875,2,0,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FR",1
"Cote d'Ivoire",437,"CIV","CIV_ Rally of Houphouetists for Democracy and Peace","CIV_ Independents","CIV_ Ivorian Popular Front","CIV_ Union for Democracy and Peace in Cote d'Ivoire","CIV_ Union for Cote d'Ivoire","","","","","","Rally of Houphouetists for Democracy and Peace","Independents","Ivorian Popular Front","Union for Democracy and Peace in Cote d'Ivoire","Union for Cote d'Ivoire","","","","","","RHDP","Ind.","FPI","UDPCI","UPCI","","","","","",9,0,10,1,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,9,NA,9,10,10,NA,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,NA,NA,NA,10,NA,10,2,2,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,8,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIV_18122016_L1",2016,2016-12-18,50.3,38.5,5.8,3,1,NA,NA,NA,NA,NA,65.5,29.8,1.2,2.4,1.2,NA,NA,NA,NA,NA,NA,12.8119085229329,2.46549539198911,1.92792268258874,4,4,1,4,4,3719.62451171875,2,0,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",10,10,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
"Croatia",344,"HRV","HRV_ HDZ Coalition","HRV_ People's Coalition","HRV_ Bridge of Independent Lists","HRV_ The Only Option Coalition","HRV_ For Prime Minister Coalition","HRV_ Even Stronger Istria Coalition","HRV_ Turn Croatia Around Coalition","HRV_ HDSSB Coalition","HRV_ Homeland Coalition","HRV_ Croatian Labourists - Labour Party","HDZ Coalition","People's Coalition","Bridge of Independent Lists","The Only Option Coalition","For Prime Minister Coalition","Even Stronger Istria Coalition","Turn Croatia Around Coalition","HDSSB Coalition","Homeland Coalition","Croatian Labourists - Labour Party","HDZ","SDP","MOST","OOP","PMC","SIC","TCAC","HDSSB","Homeland Coalition","CLP",8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HRV_11092016_L1",2016,2016-09-11,19.5,18.2,5.3,3.4,2.2,1.2,1.1,0.7,0.3,0.1,39.1,35.8,8.6,5.3,1.3,2,0,0.7,0,0,NA,18.8570941557813,13.1714127657332,3.42620636726191,1,2,2,9,9,23596.244140625,5,0,54.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",1
